[30],[22960],[511],[2302],[2767]
[31],[15800],[542],[2451],[2947]
[32],[15340],[587],[2711],[3239]
[33],[6850],[620],[2861],[3422]
[34],[15440],[656],[3043],[3638]
[35],[17822],[696],[3211],[3841]
[36],[30169],[748],[3506],[4172]
[37],[93510],[929],[4962],[5665]
[38],[17920],[973],[5152],[5893]
[39],[139551],[1186],[6884],[7664]
[40],[40598],[1264],[7388],[8208]
[1],[1168],[1],[2],[3]
[2],[1643],[3],[11],[14]
[3],[601],[6],[21],[27]
[4],[1490],[10],[42],[52]
[5],[1700],[15],[58],[73]
[6],[7160],[21],[79],[100]
[7],[2210],[28],[99],[127]
[8],[1349],[36],[116],[152]
[9],[3362],[45],[144],[189]
[10],[2360],[55],[176],[231]
[11],[5009],[66],[230],[296]
[12],[2401],[78],[280],[358]
[13],[3707],[91],[337],[428]
[14],[5171],[105],[384],[489]
[15],[8492],[120],[427],[547]
[16],[5047],[136],[495],[631]
[17],[4098],[153],[561],[714]
[18],[6452],[190],[803],[974]
[19],[3891],[211],[907],[1097]
[20],[3829],[232],[1003],[1213]
[21],[4122],[253],[1072],[1303]
[22],[3498],[275],[1157],[1410]
[23],[3598],[299],[1254],[1530]
[24],[3901],[325],[1384],[1684]
[25],[7811],[355],[1526],[1851]
[26],[7679],[401],[1801],[2152]
[27],[5550],[430],[1938],[2316]
[28],[15712],[490],[2348],[2754]
[29],[6468],[522],[2480],[2915]
[30],[8321],[567],[2720],[3185]
[31],[6359],[603],[2891],[3387]
[32],[7188],[638],[3043],[3571]
[33],[27640],[773],[4081],[4642]
[34],[9668],[824],[4353],[4948]
[35],[7501],[864],[4518],[5148]
[36],[10302],[916],[4792],[5458]
[37],[14629],[997],[5335],[6038]
[38],[24178],[1101],[6092],[6833]
[39],[13082],[1166],[6479],[7259]
[40],[11201],[1223],[6784],[7604]
[1],[269],[1],[2],[3]
[2],[391],[3],[7],[10]
[3],[629],[6],[19],[25]
[4],[1409],[10],[40],[50]
[5],[1192],[15],[60],[75]
[6],[1180],[21],[88],[109]
[7],[1092],[28],[113],[141]
[8],[1452],[36],[146],[182]
[9],[1287],[45],[186],[231]
[10],[1440],[56],[224],[279]
[11],[1709],[67],[264],[330]
[12],[2599],[79],[313],[391]
[13],[2739],[92],[359],[450]
[14],[2522],[106],[426],[531]
[15],[2480],[121],[488],[608]
[16],[2601],[138],[544],[680]
[17],[2909],[155],[612],[765]
[18],[2968],[173],[689],[860]
[19],[4113],[192],[775],[965]
[20],[4201],[212],[850],[1060]
[21],[3829],[233],[933],[1164]
[22],[11201],[257],[1021],[1274]
[23],[3662],[281],[1126],[1402]
[24],[8173],[309],[1252],[1552]
[25],[4189],[334],[1345],[1670]
[26],[13819],[382],[1642],[1993]
[27],[5100],[412],[1772],[2150]
[28],[5431],[444],[1933],[2339]
[29],[7820],[487],[2173],[2608]
[30],[5357],[518],[2309],[2774]
[31],[13189],[550],[2444],[2940]
[32],[63097],[656],[3243],[3771]
[33],[30069],[703],[3504],[4065]
[34],[13480],[742],[3692],[4287]
[35],[167100],[902],[4972],[5602]
[36],[14741],[949],[5214],[5880]
[37],[10710],[992],[5413],[6116]
[38],[23851],[1050],[5754],[6495]
[39],[44520],[1159],[6543],[7323]
[40],[12758],[1240],[7067],[7887]
[1],[393],[1],[8],[9]
[2],[398],[3],[12],[15]
[3],[582],[6],[25],[31]
[4],[1411],[10],[40],[50]
[5],[3788],[15],[53],[68]
[6],[1910],[21],[85],[106]
[7],[1719],[28],[103],[131]
[8],[1240],[36],[137],[173]
[9],[1552],[45],[182],[227]
[10],[1721],[55],[228],[283]
[11],[1931],[67],[286],[352]
[12],[2019],[79],[343],[421]
[13],[2229],[92],[402],[493]
[14],[2732],[106],[466],[571]
[15],[5181],[125],[572],[692]
[16],[6051],[141],[637],[773]
[17],[2723],[158],[694],[847]
[18],[2933],[176],[777],[948]
[19],[4113],[196],[865],[1055]
[20],[3469],[218],[955],[1165]
[21],[4590],[242],[1050],[1281]
[22],[4039],[265],[1146],[1399]
[23],[6449],[295],[1293],[1569]
[24],[4733],[320],[1391],[1691]
[25],[4461],[345],[1492],[1817]
[26],[5620],[374],[1640],[1991]
[27],[5188],[405],[1782],[2160]
[28],[6700],[438],[1926],[2332]
[29],[5047],[469],[2060],[2495]
[30],[6742],[506],[2236],[2701]
[31],[7501],[550],[2491],[2987]
[32],[8519],[602],[2788],[3316]
[33],[10087],[661],[3152],[3713]
[34],[8121],[712],[3437],[4032]
[35],[16611],[795],[4009],[4639]
[36],[9491],[849],[4329],[4995]
[37],[6540],[892],[4533],[5236]
[38],[7648],[941],[4780],[5521]
[39],[11761],[1010],[5205],[5985]
[40],[43173],[1226],[6960],[7780]
[1],[362],[1],[7],[8]
[2],[541],[3],[15],[18]
[3],[591],[6],[28],[34]
[4],[679],[10],[51],[61]
[5],[1092],[15],[71],[86]
[6],[1030],[21],[94],[115]
[7],[1149],[28],[125],[153]
[8],[1140],[36],[151],[187]
[9],[1369],[45],[188],[233]
[10],[1490],[56],[223],[278]
[11],[3383],[67],[262],[328]
[12],[2120],[80],[326],[404]
[13],[2289],[93],[376],[467]
[14],[2267],[107],[434],[539]
[15],[2329],[122],[482],[602]
[16],[2513],[138],[551],[687]
[17],[3481],[155],[613],[766]
[18],[2980],[173],[698],[869]
[19],[3140],[192],[769],[959]
[20],[4387],[212],[860],[1070]
[21],[3810],[233],[949],[1180]
[22],[3798],[255],[1045],[1298]
[23],[5109],[283],[1197],[1473]
[24],[6211],[312],[1337],[1637]
[25],[5479],[340],[1471],[1796]
[26],[11320],[378],[1685],[2036]
[27],[24900],[420],[1926],[2304]
[28],[20590],[468],[2218],[2624]
[29],[14908],[504],[2386],[2821]
[30],[6599],[539],[2554],[3019]
[31],[8221],[574],[2704],[3200]
[32],[9012],[616],[2919],[3447]
[33],[47929],[730],[3784],[4345]
[34],[18702],[768],[3941],[4536]
[35],[24650],[824],[4270],[4900]
[36],[16258],[864],[4434],[5100]
[37],[16699],[929],[4822],[5525]
[38],[31612],[1018],[5449],[6190]
[39],[54903],[1155],[6501],[7281]
[40],[38531],[1257],[7227],[8047]
[1],[310],[1],[1],[2]
[2],[980],[3],[12],[15]
[3],[660],[6],[24],[30]
[4],[1040],[10],[32],[42]
[5],[1068],[15],[65],[80]
[6],[4187],[21],[95],[116]
[7],[6168],[28],[122],[150]
[8],[1349],[36],[147],[183]
[9],[5713],[45],[185],[230]
[10],[1862],[55],[231],[286]
[11],[1700],[66],[279],[345]
[12],[1757],[78],[334],[412]
[13],[2558],[91],[390],[481]
[14],[3672],[105],[452],[557]
[15],[2611],[120],[514],[634]
[16],[2460],[136],[574],[710]
[17],[2849],[153],[635],[788]
[18],[3030],[172],[711],[882]
[19],[3669],[191],[790],[980]
[20],[3250],[213],[872],[1082]
[21],[5720],[235],[964],[1195]
[22],[5300],[259],[1068],[1321]
[23],[32229],[294],[1256],[1532]
[24],[5047],[318],[1378],[1678]
[25],[8922],[356],[1590],[1915]
[26],[5400],[386],[1737],[2088]
[27],[5310],[413],[1853],[2231]
[28],[5047],[443],[1979],[2385]
[29],[6709],[477],[2128],[2563]
[30],[6258],[511],[2261],[2726]
[31],[7110],[557],[2516],[3012]
[32],[5298],[590],[2645],[3173]
[33],[8030],[623],[2784],[3345]
[34],[17259],[661],[2942],[3537]
[35],[6802],[700],[3125],[3755]
[36],[7167],[738],[3284],[3950]
[37],[34709],[870],[4298],[5001]
[38],[8960],[921],[4550],[5291]
[39],[12612],[985],[4917],[5697]
[40],[41122],[1201],[6639],[7459]
[1],[269],[1],[2],[3]
[2],[930],[3],[14],[17]
[3],[870],[6],[32],[38]
[4],[720],[10],[46],[56]
[5],[789],[15],[66],[81]
[6],[927],[21],[87],[108]
[7],[1049],[28],[120],[148]
[8],[1330],[36],[155],[191]
[9],[2391],[45],[193],[238]
[10],[1500],[55],[234],[289]
[11],[2120],[66],[274],[340]
[12],[1769],[78],[315],[393]
[13],[2179],[91],[382],[473]
[14],[2270],[105],[434],[539]
[15],[3710],[120],[490],[610]
[16],[2940],[136],[562],[698]
[17],[2851],[153],[622],[775]
[18],[3173],[171],[682],[853]
[19],[4108],[194],[780],[970]
[20],[5009],[215],[871],[1081]
[21],[9468],[246],[1035],[1266]
[22],[3991],[269],[1103],[1356]
[23],[4020],[295],[1237],[1513]
[24],[4640],[322],[1359],[1659]
[25],[9041],[350],[1489],[1814]
[26],[10612],[377],[1612],[1963]
[27],[13640],[405],[1743],[2121]
[28],[7854],[433],[1849],[2255]
[29],[7770],[462],[1971],[2406]
[30],[7381],[493],[2104],[2569]
[31],[13971],[543],[2406],[2902]
[32],[27020],[583],[2585],[3113]
[33],[84717],[624],[2819],[3380]
[34],[13802],[667],[3035],[3630]
[35],[189898],[751],[3636],[4266]
[36],[108831],[903],[4821],[5487]
[37],[17211],[951],[5064],[5767]
[38],[14310],[998],[5296],[6037]
[39],[80781],[1192],[6861],[7641]
[40],[11170],[1235],[7053],[7873]
[1],[370],[1],[6],[7]
[2],[510],[3],[13],[16]
[3],[668],[6],[27],[33]
[4],[1562],[10],[50],[60]
[5],[999],[15],[74],[89]
[6],[1070],[21],[105],[126]
[7],[1180],[28],[143],[171]
[8],[2172],[36],[176],[212]
[9],[4122],[45],[207],[252]
[10],[1910],[55],[241],[296]
[11],[3419],[66],[295],[361]
[12],[1998],[78],[339],[417]
[13],[2177],[91],[385],[476]
[14],[3560],[105],[453],[558]
[15],[4070],[126],[564],[684]
[16],[2861],[142],[632],[768]
[17],[3450],[159],[708],[861]
[18],[7079],[178],[812],[983]
[19],[5612],[197],[890],[1080]
[20],[3128],[217],[966],[1176]
[21],[3879],[238],[1062],[1293]
[22],[13900],[262],[1172],[1425]
[23],[4432],[285],[1272],[1548]
[24],[4630],[311],[1378],[1678]
[25],[4208],[338],[1510],[1835]
[26],[6862],[366],[1609],[1960]
[27],[9701],[409],[1847],[2225]
[28],[5770],[443],[2013],[2419]
[29],[4311],[472],[2124],[2559]
[30],[7060],[505],[2255],[2720]
[31],[6280],[540],[2418],[2914]
[32],[6626],[582],[2620],[3148]
[33],[10712],[639],[2946],[3507]
[34],[11551],[690],[3246],[3841]
[35],[6771],[728],[3408],[4038]
[36],[7651],[767],[3593],[4259]
[37],[13540],[844],[4107],[4810]
[38],[22409],[940],[4772],[5513]
[39],[7522],[983],[4963],[5743]
[40],[25461],[1058],[5432],[6252]
[1],[992],[1],[2],[3]
[2],[560],[3],[12],[15]
[3],[1218],[6],[18],[24]
[4],[2487],[10],[33],[43]
[5],[918],[15],[54],[69]
[6],[2389],[21],[88],[109]
[7],[2162],[28],[108],[136]
[8],[1972],[36],[142],[178]
[9],[2518],[45],[181],[226]
[10],[2680],[55],[230],[285]
[11],[3369],[66],[278],[344]
[12],[2911],[78],[318],[396]
[13],[2759],[91],[363],[454]
[14],[3281],[105],[403],[508]
[15],[3750],[122],[471],[591]
[16],[3278],[141],[555],[691]
[17],[7737],[158],[610],[763]
[18],[5031],[176],[680],[851]
[19],[11561],[196],[774],[964]
[20],[6301],[216],[865],[1075]
[21],[6323],[238],[953],[1184]
[22],[3648],[260],[1040],[1293]
[23],[6437],[283],[1126],[1402]
[24],[8619],[311],[1270],[1570]
[25],[6890],[349],[1486],[1811]
[26],[15121],[384],[1665],[2016]
[27],[4890],[413],[1792],[2170]
[28],[6049],[441],[1916],[2322]
[29],[4959],[470],[2024],[2459]
[30],[27709],[501],[2152],[2617]
[31],[63980],[647],[3323],[3819]
[32],[11368],[702],[3664],[4192]
[33],[13750],[738],[3831],[4392]
[34],[11122],[801],[4203],[4798]
[35],[9789],[862],[4581],[5211]
[36],[50881],[1115],[6657],[7323]
[37],[9711],[1178],[7033],[7736]
[38],[10087],[1233],[7341],[8082]
[39],[27902],[1388],[8546],[9326]
[40],[16840],[1499],[9343],[10163]
[1],[288],[1],[3],[4]
[2],[570],[3],[9],[12]
[3],[689],[6],[21],[27]
[4],[792],[10],[44],[54]
[5],[1490],[15],[64],[79]
[6],[1020],[21],[92],[113]
[7],[1080],[28],[116],[144]
[8],[1442],[36],[149],[185]
[9],[2708],[45],[188],[233]
[10],[1950],[55],[236],[291]
[11],[1659],[66],[278],[344]
[12],[1881],[78],[330],[408]
[13],[1879],[92],[386],[477]
[14],[2081],[106],[444],[549]
[15],[2489],[121],[501],[621]
[16],[2561],[137],[571],[707]
[17],[2360],[154],[633],[786]
[18],[2670],[172],[691],[862]
[19],[2868],[191],[772],[962]
[20],[3178],[211],[855],[1065]
[21],[4580],[232],[930],[1161]
[22],[3562],[256],[1021],[1274]
[23],[4129],[279],[1118],[1394]
[24],[3669],[303],[1225],[1525]
[25],[3700],[329],[1336],[1661]
[26],[7811],[359],[1489],[1840]
[27],[5140],[389],[1636],[2014]
[28],[5071],[417],[1767],[2173]
[29],[4737],[447],[1892],[2327]
[30],[9162],[495],[2163],[2628]
[31],[7119],[539],[2401],[2897]
[32],[5331],[573],[2546],[3074]
[33],[23170],[699],[3524],[4085]
[34],[7906],[737],[3699],[4294]
[35],[5951],[776],[3868],[4498]
[36],[6928],[817],[4051],[4717]
[37],[11251],[878],[4420],[5123]
[38],[8092],[926],[4665],[5406]
[39],[15459],[999],[5130],[5910]
[40],[7758],[1041],[5321],[6141]
[1],[300],[1],[6],[7]
[2],[482],[3],[21],[24]
[3],[651],[6],[32],[38]
[4],[889],[10],[41],[51]
[5],[961],[15],[59],[74]
[6],[1168],[21],[80],[101]
[7],[1638],[28],[108],[136]
[8],[1531],[36],[131],[167]
[9],[2568],[45],[181],[226]
[10],[3567],[55],[225],[280]
[11],[4690],[66],[270],[336]
[12],[2751],[78],[304],[382]
[13],[3769],[91],[365],[456]
[14],[5019],[105],[409],[514]
[15],[5360],[120],[466],[586]
[16],[3541],[136],[521],[657]
[17],[7370],[153],[609],[762]
[18],[8688],[179],[761],[932]
[19],[6900],[198],[827],[1017]
[20],[4039],[224],[948],[1158]
[21],[4869],[248],[1044],[1275]
[22],[7443],[271],[1142],[1395]
[23],[4480],[295],[1267],[1543]
[24],[7722],[320],[1362],[1662]
[25],[19939],[348],[1487],[1812]
[26],[11411],[376],[1617],[1968]
[27],[12548],[407],[1750],[2128]
[28],[360012],[440],[1880],[2286]
[29],[12171],[476],[2044],[2479]
[30],[9408],[513],[2218],[2683]
[31],[6192],[546],[2355],[2851]
[32],[15059],[586],[2558],[3086]
[33],[8690],[639],[2868],[3429]
[34],[6151],[675],[3016],[3611]
[35],[27761],[780],[3773],[4403]
[36],[8912],[830],[4028],[4694]
[37],[17149],[924],[4678],[5381]
[38],[11861],[982],[5006],[5747]
[39],[9289],[1028],[5238],[6018]
[40],[20280],[1123],[5881],[6701]
[1],[350],[1],[6],[7]
[2],[587],[3],[21],[24]
[3],[710],[6],[34],[40]
[4],[861],[10],[55],[65]
[5],[899],[15],[70],[85]
[6],[1209],[21],[87],[108]
[7],[1228],[28],[123],[151]
[8],[2379],[36],[166],[202]
[9],[4282],[45],[205],[250]
[10],[3068],[55],[240],[295]
[11],[3421],[66],[275],[341]
[12],[4139],[78],[320],[398]
[13],[3681],[91],[367],[458]
[14],[4706],[106],[417],[522]
[15],[4301],[125],[515],[635]
[16],[3972],[141],[568],[704]
[17],[8879],[158],[636],[789]
[18],[4730],[176],[711],[882]
[19],[9291],[197],[802],[992]
[20],[5219],[220],[903],[1113]
[21],[3757],[241],[1014],[1245]
[22],[5803],[269],[1145],[1398]
[23],[4110],[292],[1251],[1527]
[24],[5109],[321],[1389],[1689]
[25],[4489],[346],[1480],[1805]
[26],[4699],[374],[1586],[1937]
[27],[5999],[402],[1711],[2089]
[28],[13251],[471],[2216],[2622]
[29],[6812],[505],[2381],[2816]
[30],[13881],[553],[2670],[3135]
[31],[9122],[595],[2893],[3389]
[32],[14150],[639],[3122],[3650]
[33],[7489],[680],[3325],[3886]
[34],[8471],[721],[3540],[4135]
[35],[21989],[813],[4210],[4840]
[36],[7641],[852],[4399],[5065]
[37],[146389],[1298],[8220],[8923]
[38],[12469],[1342],[8439],[9180]
[39],[17679],[1384],[8625],[9405]
[40],[16980],[1431],[8853],[9673]
[1],[558],[1],[1],[2]
[2],[1061],[3],[12],[15]
[3],[682],[6],[29],[35]
[4],[749],[10],[43],[53]
[5],[1309],[15],[71],[86]
[6],[4759],[21],[93],[114]
[7],[1769],[28],[116],[144]
[8],[2413],[36],[148],[184]
[9],[1409],[45],[179],[224]
[10],[7100],[55],[222],[277]
[11],[2148],[66],[253],[319]
[12],[3159],[79],[302],[380]
[13],[2439],[92],[351],[442]
[14],[2701],[106],[416],[521]
[15],[2570],[121],[490],[610]
[16],[6909],[142],[595],[731]
[17],[3831],[162],[694],[847]
[18],[7021],[183],[801],[972]
[19],[5591],[204],[910],[1100]
[20],[10068],[224],[991],[1201]
[21],[8199],[245],[1070],[1301]
[22],[6881],[267],[1157],[1410]
[23],[7489],[292],[1286],[1562]
[24],[5870],[323],[1437],[1737]
[25],[8903],[353],[1588],[1913]
[26],[11210],[382],[1695],[2046]
[27],[12360],[410],[1791],[2169]
[28],[15540],[439],[1893],[2299]
[29],[12250],[486],[2171],[2606]
[30],[17428],[518],[2318],[2783]
[31],[14689],[557],[2490],[2986]
[32],[12491],[618],[2893],[3421]
[33],[18430],[677],[3233],[3794]
[34],[9470],[720],[3430],[4025]
[35],[9847],[771],[3713],[4343]
[36],[8581],[824],[3994],[4660]
[37],[19372],[906],[4561],[5264]
[38],[21219],[1009],[5304],[6045]
[39],[31550],[1139],[6272],[7052]
[40],[12150],[1212],[6715],[7535]
[1],[341],[1],[7],[8]
[2],[889],[3],[16],[19]
[3],[560],[6],[23],[29]
[4],[789],[10],[47],[57]
[5],[989],[15],[59],[74]
[6],[901],[21],[74],[95]
[7],[1380],[28],[104],[132]
[8],[3569],[36],[144],[180]
[9],[1621],[45],[183],[228]
[10],[1593],[55],[230],[285]
[11],[1659],[66],[268],[334]
[12],[1848],[78],[310],[388]
[13],[2029],[91],[362],[453]
[14],[3059],[105],[418],[523]
[15],[3731],[120],[494],[614]
[16],[2539],[136],[565],[701]
[17],[4528],[153],[626],[779]
[18],[3991],[171],[693],[864]
[19],[3600],[190],[776],[966]
[20],[4368],[210],[864],[1074]
[21],[4609],[231],[957],[1188]
[22],[4141],[253],[1046],[1299]
[23],[11251],[277],[1149],[1425]
[24],[5450],[303],[1254],[1554]
[25],[5498],[330],[1379],[1704]
[26],[7908],[356],[1481],[1832]
[27],[12491],[394],[1686],[2064]
[28],[7060],[427],[1847],[2253]
[29],[5577],[456],[1961],[2396]
[30],[8390],[486],[2085],[2550]
[31],[16549],[525],[2276],[2772]
[32],[23510],[620],[2971],[3499]
[33],[11301],[661],[3178],[3739]
[34],[13568],[716],[3503],[4098]
[35],[8578],[763],[3763],[4393]
[36],[7160],[799],[3921],[4587]
[37],[21241],[888],[4532],[5235]
[38],[11582],[934],[4763],[5504]
[39],[57032],[1122],[6260],[7040]
[40],[13871],[1198],[6740],[7560]
[1],[570],[1],[8],[9]
[2],[27933],[3],[16],[19]
[3],[1297],[6],[22],[28]
[4],[792],[10],[39],[49]
[5],[2570],[15],[59],[74]
[6],[2050],[21],[81],[102]
[7],[7751],[28],[109],[137]
[8],[3481],[36],[134],[170]
[9],[1619],[45],[161],[206]
[10],[3090],[55],[198],[253]
[11],[3340],[66],[244],[310]
[12],[10910],[78],[284],[362]
[13],[2387],[91],[332],[423]
[14],[3588],[105],[383],[488]
[15],[4680],[123],[474],[594]
[16],[4818],[140],[558],[694]
[17],[6979],[159],[644],[797]
[18],[10359],[177],[730],[901]
[19],[4539],[196],[811],[1001]
[20],[5989],[216],[890],[1100]
[21],[11539],[238],[973],[1204]
[22],[3791],[260],[1068],[1321]
[23],[8862],[303],[1349],[1625]
[24],[6442],[329],[1458],[1758]
[25],[4520],[354],[1579],[1904]
[26],[7019],[397],[1847],[2198]
[27],[5162],[426],[1983],[2361]
[28],[5250],[454],[2107],[2513]
[29],[4668],[483],[2220],[2655]
[30],[5329],[516],[2385],[2850]
[31],[10009],[569],[2699],[3195]
[32],[4971],[601],[2822],[3350]
[33],[6180],[640],[3011],[3572]
[34],[5989],[676],[3162],[3757]
[35],[12741],[755],[3699],[4329]
[36],[13947],[834],[4236],[4902]
[37],[11420],[902],[4664],[5367]
[38],[7482],[948],[4915],[5656]
[39],[13809],[1032],[5474],[6254]
[40],[148339],[1901],[13114],[13934]
[1],[310],[1],[0],[1]
[2],[463],[3],[7],[10]
[3],[570],[6],[14],[20]
[4],[761],[10],[37],[47]
[5],[992],[15],[64],[79]
[6],[1040],[21],[77],[98]
[7],[1299],[28],[106],[134]
[8],[1419],[36],[137],[173]
[9],[1550],[45],[167],[212]
[10],[3462],[55],[206],[261]
[11],[1988],[66],[256],[322]
[12],[2151],[79],[299],[377]
[13],[2410],[92],[364],[455]
[14],[2570],[110],[449],[554]
[15],[2949],[125],[520],[640]
[16],[4210],[141],[597],[733]
[17],[5870],[158],[656],[809]
[18],[6361],[178],[727],[898]
[19],[4020],[198],[818],[1008]
[20],[4411],[218],[895],[1105]
[21],[4089],[239],[980],[1211]
[22],[9701],[262],[1069],[1322]
[23],[5291],[293],[1233],[1509]
[24],[7162],[321],[1375],[1675]
[25],[8972],[346],[1473],[1798]
[26],[7932],[373],[1585],[1936]
[27],[6409],[405],[1738],[2116]
[28],[8800],[435],[1871],[2277]
[29],[5832],[468],[2026],[2461]
[30],[30849],[578],[2865],[3330]
[31],[10502],[609],[2982],[3478]
[32],[27781],[643],[3137],[3665]
[33],[10600],[677],[3287],[3848]
[34],[18229],[737],[3659],[4254]
[35],[19288],[808],[4118],[4748]
[36],[29149],[878],[4556],[5222]
[37],[12553],[932],[4863],[5566]
[38],[273061],[1670],[11325],[12066]
[39],[22211],[1728],[11660],[12440]
[40],[9522],[1779],[11905],[12725]
[1],[930],[1],[4],[5]
[2],[720],[3],[18],[21]
[3],[579],[6],[22],[28]
[4],[1190],[10],[37],[47]
[5],[1070],[15],[59],[74]
[6],[1080],[21],[80],[101]
[7],[2091],[28],[100],[128]
[8],[1700],[36],[140],[176]
[9],[2131],[45],[173],[218]
[10],[2041],[55],[227],[282]
[11],[1640],[66],[267],[333]
[12],[1638],[78],[311],[389]
[13],[4370],[92],[370],[461]
[14],[3579],[114],[502],[607]
[15],[3629],[129],[563],[683]
[16],[3841],[145],[632],[768]
[17],[3252],[163],[694],[847]
[18],[6080],[182],[775],[946]
[19],[3119],[201],[852],[1042]
